168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q2578908,Q2046560
Q26700772,Q5663900
Q14698409,Q2210277
Q36402,Q11254364
Q15120950,Q1204499
Q1262954,Q3001412,Q3214425
Q546113,Q1156854
Q746411,Q48270
Q26691984,Q5663900
Q5244757,Q15061650
Q3707273,Q927407
Q2935170,Q2822690
Q3907216,Q429635
Q386334,Q15904122
Q7451247,Q205555
Q1547447,Q630531
Q408618,Q4335792
Q18061350,Q1375427
Q19115949,Q1151612
Q2796811,Q13227695
Q1709236,Q79529
Q3787832,Q18011416
Q13426160,Q82799
Q286189,Q185583
Q7832904,Q53706
Q1526639,Q13357858
Q1532983,Q2529166
Q2593587,Q13357858
Q27826187,Q139677
Q12870,Q79529
Q21666220,Q3777576
Q18347803,Q18392835
Q6806053,Q18015938
Q26699813,Q5663900
Q208218,Q7397
Q18700617,Q1398861
Q27101937,Q13357858
Q27057000,Q27057010
Q390424,Q129850
Q26698349,Q5663900
Q451876,Q5282137
Q1750407,Q13357858
Q2803104,Q13357858
Q16889851,Q17897
Q958610,Q12796
Q1136848,Q1062856
Q1710188,Q1059659
Q147233,Q3092395
Q4228437,Q9328551
Q6322382,Q93301
Q19829446,Q1041682
Q1344174,Q160117
Q3623867,Q3502443,Q30059
Q5435620,Q11436
Q19904275,Q83307,Q23636313
Q19833629,Q3777570
Q17148672,Q5971060
Q14975330,Q83323
Q26698950,Q5663900
Q5162904,Q473972
Q18878164,Q703,Q468008
Q26692372,Q5663900
Q18881718,Q1112,Q2555200
Q18556035,Q18555233
Q2506562,Q814517
Q525504,Q14757767
Q3675914,Q24755547
Q15709969,Q16500104
Q23011509,Q4752891,Q23498
Q20650526,Q13357858
Q3355663,Q1479879
Q27235540,Q13357858
Q24720,Q11054563
Q15714796,Q631425
Q2294993,Q428124
Q26696816,Q5663900
Q3968691,Q13219666
Q27570395,Q13357858
Q21175313,Q21167512
Q389324,Q216916
Q18371165,Q18370427
Q22231116,Q15091377
Q2991822,Q70125
Q2292783,Q1621322
Q6737999,Q189290
Q10510745,Q3120791
Q26700924,Q5663900
Q2611360,Q15061650
Q45959,Q3269441,Q2047938
Q186474,Q8066
Q1496857,Q7725634
Q17339713,Q82001
Q2151232,Q3356092
Q26702106,Q5663900
Q2023922,Q238533
Q2915731,Q732577
Q567575,Q11173
Q509122,Q270673
Q416778,Q8054
Q2318626,Q1373439,Q888
Q26699062,Q5663900
Q1137441,Q170483
Q26695486,Q5663900
Q1179441,Q2858363
Q2602569,Q390383
Q26695355,Q5663900
Q7281435,Q11436
Q2552581,Q3579211
Q484028,Q1478437
Q641645,Q1344963
Q26958665,Q174174,Q191801
Q1133903,Q43054
Q26699171,Q5663900
Q15925117,Q15921907
Q21406562,Q205464
Q118509,Q26529
Q2815042,Q20650761,Q617792
Q1427418,Q584049
Q19829980,Q16727193,Q17136179
Q1116415,Q13357858
Q26693663,Q5663900
Q7958855,Q11436
Q27055606,Q13357858
Q26696210,Q5663900
Q16252582,Q8054
Q3075355,Q1190554
Q27330121,Q116
Q290979,Q19773206,Q623772,Q51597
Q17519153,Q848899
Q5283559,Q3253485,Q149621,Q13220204
Q3984364,Q1125341
Q4402271,Q5307737
Q1950906,Q756944
Q10681433,Q182676
Q43702,Q22676603
Q21000481,Q483501
Q2035074,Q1632552
Q899083,Q834028
Q261839,Q3249551
Q1309410,Q206592
Q24323878,Q83307
Q6153218,Q8054
Q26694525,Q5663900
Q5385831,Q24153252
Q962941,Q127920
Q7251099,Q36633
Q4903536,Q8054
Q6589874,Q486839
Q1879828,Q1445068
Q524,Q26267391
Q62156,Q1445518,Q210932,Q17416448
Q27677756,Q847057
Q27826191,Q139677
Q1574795,Q988594
Q24283452,Q12473347
Q3312627,Q2736709
Q149946,Q33136
Q27799704,Q13357858
Q11500,Q1991596
Q6405184,Q11436
Q2983548,Q16334295
Q23824488,Q142274
Q5627782,Q20650761
Q1134199,Q1471505
Q79455,Q79460
Q897941,Q170483
Q3655432,Q1125341
Q3844866,Q4796437,Q3777815
Q10196,Q35735
Q604313,Q155965
Q198763,Q11460
Q7096412,Q628858
Q14616455,Q22674930,Q515
Q36395,Q1346342
Q11992117,Q10540834
Q2955103,Q3270632
Q27607564,Q13357858
Q27677676,Q3281260
Q26701341,Q5663900
Q4412547,Q19860
Q2385064,Q123705
Q1813287,Q1318941
Q7923095,Q1476525
Q2855634,Q3270632
Q1348717,Q14212
Q34623,Q1497090,Q1637842
Q3032311,Q178885
Q7627836,Q874405
Q1073467,Q25276,Q1307
Q26698358,Q5663900
Q5096805,Q3188089
Q2176061,Q131186
Q149678,Q16872093
Q21693908,Q21693713
Q18882312,Q1838,Q558892
Q82650,Q42889
Q26696263,Q5663900
Q262280,Q154482
Q16342,Q1397073
Q2444950,Q1059659,Q7706309
Q20986821,Q749311
Q720026,Q827023
Q24074280,Q101352
Q2246789,Q13452408
Q818600,Q193622,Q23956676
Q5995023,Q188211
Q27799135,Q13357858
Q12063892,Q20650761
Q16001211,Q33475
Q560570,Q24905
Q82373,Q432
Q12149837,Q486902
Q2487044,Q13266
Q10988133,Q8495
Q321102,Q188211
Q7554009,Q324254
Q546242,Q11173
Q20963647,Q414909,Q165632
Q382441,Q7377
Q4075919,Q204179
Q3405885,Q3405849
Q17011199,Q6901667
Q26695370,Q5663900
Q26692770,Q5663900
Q4516516,Q204179,Q5433715
Q24703282,Q30185
Q1188782,Q13360155
Q484298,Q2721559,Q222032
Q1317958,Q178
Q2111968,Q11448906
Q3678985,Q764802
Q18554046,Q933716
Q26695046,Q5663900
Q1346006,Q484652,Q2485448
Q16463,Q3914,Q55043
Q38423,Q337540
Q18394483,Q1623285,Q57821
Q26696821,Q5663900
Q3039051,Q3454956
Q1260609,Q812958
Q2990416,Q47506
Q25505764,Q132050
Q12198181,Q215248
Q15245118,Q13357858
Q1007346,Q1007311
Q4715279,Q20650761
Q753297,Q4026292
Q26858773,Q13357858
Q447523,Q15630827,Q13405470,Q21451942
Q26693047,Q5663900
Q6899481,Q271977
Q18015703,Q140318
Q412991,Q79529
Q4008327,Q1125341
Q415644,Q3092395
Q27537679,Q13357858
Q4876082,Q210223
Q27650672,Q27684991
Q27255725,Q13357858
Q25534427,Q1076105
Q2584232,Q37732
Q26697855,Q5663900
Q24703234,Q30185
Q19001187,Q12136
Q18553522,Q1143025
Q18880450,Q938,Q1325627
Q26691079,Q5663900
Q7958842,Q11436
Q20757515,Q7023
Q26702114,Q5663900
Q27235516,Q13357858
Q17068694,Q7614320
Q21296005,Q486839
Q21328625,Q486839
Q1942814,Q827017
Q16171047,Q4797266
Q656071,Q13276
Q1462593,Q216916
Q17415903,Q17415885
Q27055615,Q13357858
Q14215960,Q61509
Q3683200,Q1125341
Q412926,Q79529
Q7907514,Q785745
Q1662561,Q864503,Q520549
Q7578243,Q959782
Q18845850,Q1888,Q1088652
Q771202,Q486487
Q1744337,Q12639
Q19000559,Q12136
Q21056122,Q10300916,Q18087975
Q26692993,Q5663900
Q958194,Q265868
Q1116440,Q13357858
Q27215094,Q13357858
Q18882772,Q1123,Q2500708
Q18882792,Q1123,Q2500708
Q1049799,Q1554231
Q400260,Q864650
Q11333434,Q805325
Q1016959,Q1431311
Q27049670,Q13357858
Q7536853,Q239617
Q3955718,Q1332219
Q1061187,Q40050
Q12882831,Q12882818
Q26692489,Q5663900
Q24698392,Q8359428
Q6743514,Q12136
Q27668924,Q13357858
Q19800051,Q15829791
Q2921514,Q11765
Q5068756,Q637816,Q651223
Q22674505,Q3519259
Q27521625,Q13357858
Q11709524,Q161705
Q103808,Q8171
Q27522076,Q13357858
Q317872,Q178600
Q602719,Q8377,Q2152657
Q2995620,Q1125341
Q13504318,Q13357858
Q7692890,Q2095
Q697211,Q625151
Q1148398,Q13357858
Q3216262,Q12639
Q27625742,Q13357858
Q7974338,Q11436
Q5633421,Q685935,Q591041
Q1283740,Q830335
Q18557550,Q7900883
Q2827710,Q34379
Q1029123,Q9143
Q1322134,Q165,Q39594
Q5968719,Q1265495
Q26693081,Q5663900
Q20978296,Q3273722
Q18882470,Q1849,Q618198
Q3862783,Q3777758
Q3931297,Q13219666
Q27518566,Q13357858
Q3910472,Q848963
Q19597858,Q3251367
Q1567190,Q640506
Q105146,Q496013
Q3562395,Q753779
Q21093754,Q13219666
Q6459267,Q20650761
Q26696209,Q5663900
Q1852166,Q15061650
Q22927548,Q484170
Q26858712,Q13357858
Q6605653,Q121998
Q10273873,Q10300680
Q3683203,Q1125341
Q5110579,Q5043
Q7389691,Q7948675
Q27049106,Q13357858
Q17424250,Q17422897
Q19817303,Q215627,Q3778211,Q26720107
Q24068131,Q24680
Q134632,Q11460
Q19861219,Q16267576
Q503968,Q25379301
Q22338961,Q121998
Q26699415,Q5663900
Q1744098,Q625151
Q905393,Q216916
Q6122854,Q34687
Q211496,Q9143
Q19118465,Q19118455
Q129060,Q3377821
Q7930612,Q252708,Q751708
Q5249754,Q36161,Q205140
Q208554,Q170196
Q7157933,Q769815,Q2373361
Q1486662,Q2143825
Q1674691,Q590870
Q114106,Q4182287
Q3844532,Q279440
Q21174905,Q21167512
Q1266396,Q215292
Q316936,Q1190472,Q1050818
Q2702809,Q521200,Q18534278
Q415130,Q180173
Q2067758,Q13357858
Q795835,Q13357858
Q1735182,Q188869
Q52862,Q2267705
Q11578127,Q14411698
Q1673313,Q131214
Q12039093,Q8054
Q2696622,Q13357858
Q103459,Q622852
Q2740424,Q3270632
Q571089,Q778129
Q576670,Q103184
Q3579073,Q987767,Q851782
Q11680318,Q202527
Q7199741,Q12639
Q156753,Q18507336,Q15062149
Q3250802,Q3250838
Q14941,Q834028
Q332792,Q2606732
Q1332045,Q1515989,Q27067406
Q13382541,Q3147057
Q7875948,Q3270632
Q3698703,Q13360264
Q27491739,Q8092
Q18713142,Q1380284
Q7565475,Q93301
Q377305,Q18707829
Q7452918,Q3172759
Q18845025,Q888,Q1373439
Q53463,Q23001715,Q820655
Q2625398,Q51739
Q15315,Q47069
Q23639200,Q23636253
Q26695060,Q5663900
Q19833292,Q3092395
Q1661534,Q2811
Q9142659,Q739589
Q18350402,Q743004
Q2180295,Q848466
Q6493019,Q239617
Q38926,Q15078788,Q11024
Q7418239,Q34379
Q15087423,Q317623,Q1334738
Q862488,Q5716684
Q4992118,Q11460
Q346744,Q51739
Q15138424,Q3534114,Q15062149,Q1564064
Q24286897,Q6619679
Q16996192,Q1420
Q17482,Q17422
Q193495,Q571
Q5719858,Q8067100
Q2381283,Q13357858
Q5628923,Q216916
Q2747152,Q2737210
Q2298133,Q1424805
Q11942630,Q618779
Q1750998,Q1621322
Q3152942,Q2002370
Q348947,Q178359
Q27518622,Q13357858
Q1131847,Q35872
Q21469625,Q13357858
Q27626134,Q13357858
Q26691127,Q5663900
Q27535696,Q13357858
Q16001395,Q33475
Q1737190,Q1474213
Q2020908,Q123705
Q21937954,Q4240334
Q21070889,Q40831
Q15118640,Q121998
Q327547,Q8341
Q27680189,Q27043034
Q26693006,Q5663900
Q23901021,Q4243782
Q1133123,Q41415
Q26699851,Q5663900
Q556450,Q17544377
Q39297,Q4330556
Q6668867,Q3217369
Q18556024,Q18555936
Q3574818,Q13214
Q18881962,Q1809,Q550394
Q1425111,Q1541229
Q735071,Q23821397,Q2745944
Q3077811,Q40231
Q18560358,Q160355
Q196824,Q1635352
Q1527814,Q6671777
Q1547424,Q420754
Q17281278,Q1150070
Q12961646,Q4806809
Q13481877,Q13357858
Q42233,Q3629395
Q976985,Q39679
Q27570179,Q13357858
Q18883269,Q932,Q28223
Q17255434,Q795131
Q17339814,Q17519152
Q6958872,Q11436
Q3079863,Q11436
Q3033554,Q3509556
Q380835,Q20825271
Q17056212,Q20650761
Q4161023,Q33384
Q2140453,Q17516
Q6014646,Q2317379
Q4969063,Q11436
Q11002210,Q45961
Q5070806,Q61061
Q389286,Q216916
Q16754216,Q191657
Q4918006,Q1144278,Q13426709
Q22662561,Q947873
Q17146836,Q11436
Q56563,Q45961
Q19000789,Q12136
Q1199125,Q21199
Q18971520,Q12136
Q5954360,Q80026
Q335806,Q8192
Q1980541,Q19821
Q2613523,Q2922469
Q737916,Q171043
Q701000,Q216916
Q2819374,Q11053
Q23662488,Q23662440
Q27674932,Q1364270
Q4435986,Q121998
Q5897962,Q8054
Q11923875,Q3117505
Q1384501,Q7397
Q7537718,Q11436
Q1007767,Q643962
Q2669193,Q944056
Q7930615,Q751708
Q20792271,Q830
Q21000558,Q13561011
Q1385079,Q160402
Q14624997,Q13357858
Q27625696,Q13357858
Q26702137,Q5663900
Q17328309,Q13357858
Q4022644,Q729283
Q27799725,Q13357858
Q27589951,Q482
Q431231,Q20016722,Q15062149,Q182027
Q2371411,Q469670,Q731
Q7225111,Q2526135
Q4836792,Q18574946
Q20738526,Q16271261
Q18882475,Q1849,Q618198
Q24382232,Q11085831
Q799544,Q13357858
Q214506,Q25293
Q27320990,Q22731
Q6355805,Q11436
Q5133592,Q1724625
Q3508670,Q5442760
Q756289,Q3242950
Q1136668,Q1325424
Q9350444,Q1882478
Q170168,Q4991371
Q24701102,Q24702381
Q16068806,Q15416
Q26692117,Q5663900
Q18845594,Q1872,Q784903
Q2366573,Q830,Q46889
Q3841079,Q3777868
Q7565491,Q93301
Q424197,Q79529
Q7882520,Q3947
Q11236655,Q6625963
Q18888493,Q999,Q2217740
Q2951934,Q3270632
Q22205802,Q580427
Q798611,Q331795
Q43177,Q11173
Q30836,Q407355
Q1110061,Q3270632
Q1365365,Q2095
Q3405577,Q3405849
Q753391,Q714601
Q2467954,Q13357858
Q26691677,Q5663900
Q26698484,Q5663900
Q2995256,Q4830453
Q3884968,Q940979
Q5015525,Q640506
Q5551288,Q16102075
Q3087993,Q1125341
Q135885,Q208708
Q1434969,Q845804
Q749315,Q3172759
Q3492021,Q331350,Q4641578
Q8066316,Q743004
Q7888569,Q34770
Q6466,Q1518049,Q1309410
Q3746842,Q3777639
Q18882711,Q1119,Q466147
Q758642,Q13357858
Q2019586,Q743030
Q3553097,Q1570052
Q18880383,Q876,Q2044538
Q918734,Q216916
Q1454111,Q83478,Q181296
Q21281182,Q21169256
Q423965,Q369148
Q5027838,Q8125919
Q1748964,Q697175
Q16985848,Q11436
Q27626067,Q13357858
Q619658,Q4345077
Q27235562,Q13357858
Q17484966,Q24755547
Q1548038,Q187851
Q2036178,Q174736
Q898912,Q36534
Q12883926,Q2409829
Q1704320,Q34486,Q1130697
Q15976349,Q1444
Q26697561,Q5663900
Q4137993,Q162297
Q1975676,Q169545
Q26692252,Q5663900
Q2153824,Q15807604
Q15979002,Q15061650
Q5227352,Q82753
Q1186057,Q1419660,Q63100,Q3510427
Q3967260,Q3777783
Q26696938,Q5663900
Q643053,Q299191
Q22692845,Q2352616
Q26868759,Q26868739
Q12035329,Q49007
Q3909581,Q3092395
Q3088323,Q10943
Q20725276,Q945532
Q26697148,Q5663900
Q26701261,Q5663900
Q10379557,Q8261
Q11903578,Q943526
Q17861891,Q532561
Q18576630,Q18576582
Q17022522,Q18553439
Q1727254,Q34379
Q3683207,Q1125341
Q5505171,Q239617
Q416677,Q11173
Q3346774,Q3091221
Q6329128,Q743004
Q18883105,Q880,Q19475
Q1574776,Q890073
Q18556211,Q18553363
Q4785757,Q633730
Q753177,Q93301
Q16025353,Q131,Q130
Q26697160,Q5663900
Q5165267,Q11436
Q4924587,Q1420
Q26701364,Q5663900
Q5139769,Q768267
Q14623646,Q14897293
Q113109,Q242468
Q18341783,Q486839
Q207041,Q15832079
Q15735142,Q15735113
Q27210365,Q131524
Q2682705,Q20646667
Q13504949,Q13357858
Q4390702,Q2607197
Q18534,Q182545
Q18553671,Q18553647
Q377709,Q3389554
Q1932945,Q166142
Q3681866,Q3777872
Q408263,Q3777741
Q18844950,Q861,Q2187969
Q188674,Q263945
Q5503436,Q839546
Q4918014,Q13426709
Q7257461,Q79719
Q27799079,Q13357858
Q19870070,Q121998
Q1376230,Q82799
Q2121360,Q878035,Q18284306
Q26700811,Q5663900
Q19595382,Q18614948,Q18608871
Q17506,Q17422
Q26698757,Q5663900
Q23992809,Q12097
Q19001397,Q12136
Q16831523,Q1151067
Q27164461,Q3281254
Q5015039,Q843215
Q18442828,Q4231232
Q6051802,Q2457980
Q2962029,Q5097014
Q3142887,Q140703
Q719824,Q683570
Q2166014,Q21224061
Q6345457,Q41415
Q3697011,Q416949
Q426579,Q11173
Q1186978,Q40056
Q203257,Q165678
Q4133242,Q8445
Q2234492,Q2227106
Q18748056,Q24273299
Q3913024,Q18553634
Q3771684,Q18013979,Q15889510
Q19860990,Q764802
Q6714244,Q11053
Q4240305,Q618779
Q268329,Q180733
Q596504,Q274586
Q23653077,Q23636253
Q25906291,Q2632935
Q230855,Q203872,Q3505845
Q7206451,Q2095
Q3217538,Q34064
Q4117169,Q25268
Q1224367,Q209934
Q18915989,Q486839
Q732358,Q212238
Q7850,Q45961,Q33857
Q27607486,Q13357858
Q3464598,Q239617
Q1014854,Q8060
Q2660258,Q13357858
Q15708029,Q13357858
Q1885624,Q1167632
Q21651837,Q23009552
Q1371117,Q79529
Q1047561,Q128751
Q19765916,Q450478
Q3093230,Q182531
Q700695,Q700717
Q1411168,Q13357858
Q20677251,Q20646667
Q1357557,Q13357858
Q4411659,Q4667072
Q373795,Q30026
Q13442621,Q38112
Q12051607,Q19844755
Q1659955,Q15835433
Q13393921,Q4991371
Q1567667,Q654051
Q18558018,Q1035645
Q27339792,Q13357858
Q189859,Q130760
Q1145789,Q18518652
Q2609547,Q1375427
Q13358072,Q17421658
Q23770547,Q3779582
Q2390477,Q68833
Q16114598,Q48510
Q21451942,Q387917
Q729755,Q13357858
Q3841078,Q429635
Q18381,Q131535
Q18556395,Q369157
Q5110577,Q5043
Q158668,Q4991371
Q27799379,Q13357858
Q1703579,Q11446
Q2874718,Q376799
Q4881956,Q82799
Q56706,Q5132273
Q3424720,Q697196
Q26691728,Q5663900
Q2922608,Q1068824
Q2137524,Q216916
Q18844879,Q725,Q221276
Q17599320,Q2130426
Q27826142,Q139677
Q3114593,Q177234
Q7207274,Q6581097
Q5172485,Q688702
Q409721,Q277954
Q3785379,Q3785376
Q131151,Q1435365
Q2007498,Q7321258,Q811979
Q18554068,Q18553990
Q3394687,Q2167404,Q3510521
Q739040,Q17412534,Q34486
Q3192889,Q2701282
Q18975396,Q12136
Q20107444,Q6899283
Q15896326,Q21055986
Q7257694,Q16738891
Q4204057,Q207714
Q1718623,Q124072
Q16025355,Q131
Q4005752,Q47574
Q2886281,Q520478
Q17078875,Q11436
Q27669699,Q13357858
Q26694251,Q5663900
Q23700958,Q4830453
Q2009471,Q8085899
Q14973416,Q33163
Q1196217,Q2247050
Q968432,Q5190528
Q15829852,Q15829840,Q15829805
Q17143526,Q8054
Q971928,Q1063096
Q836605,Q186380
Q2551581,Q2551094
Q449150,Q543
Q7631434,Q473746
Q27606937,Q13357858
Q675010,Q1758393,Q1496114
Q615392,Q7802
Q728363,Q101659
Q13486093,Q13357858
Q2680689,Q93301
Q2567658,Q29485
Q2389905,Q205892
Q2901668,Q3753221
Q5285839,Q11053
Q20671381,Q7725310
Q26940804,Q18616576
Q27058093,Q27058076
Q1105371,Q178359
Q3482187,Q33120
Q26693090,Q5663900
Q5161623,Q7603902
Q2703094,Q174736
Q1637755,Q13357858
Q5115542,Q11918770
Q35005,Q2746083
Q18553585,Q18556300,Q5062122
Q18553807,Q689985
Q5514923,Q20650761
Q5519115,Q7316720
Q16889172,Q17897
Q3826451,Q1125341
Q474275,Q216916
Q4179783,Q34379
Q1077131,Q3777860
Q7261254,Q25379
Q22442928,Q14915751
Q4489396,Q4116214
Q1128406,Q718
Q1152460,Q865422
Q1682926,Q11446
Q16003532,Q48942
Q281115,Q727096
Q191159,Q187588
Q412212,Q11173
Q1263444,Q13357858
Q422665,Q24153252
Q24971281,Q2811
Q115443,Q5090
Q19810663,Q279440
Q19001096,Q12136
Q18881176,Q1089,Q1374075
Q19860987,Q3777535
Q4010331,Q13426709
Q902104,Q3918,Q23002042
Q155194,Q185785
Q2868696,Q220322
Q5359895,Q1420
Q2329695,Q106106
Q6785186,Q183816
Q18555303,Q949302
Q5183361,Q477248
Q1887081,Q13357858
Q15303659,Q943526
Q3621245,Q4796437
Q1430911,Q13357858
Q7273246,Q1420
Q6979599,Q358
Q1324772,Q1420
Q21822472,Q21822459
Q27429752,Q13357858
Q2322760,Q785466,Q1094
Q18196340,Q976898
Q172964,Q2066131
Q24038805,Q2916006
Q3238123,Q2239243,Q7246,Q2537829
Q13410438,Q47168
Q18980194,Q18979533
Q657874,Q4459608
Q1377457,Q13357858
Q7821800,Q191874
Q11078958,Q15629444
Q26695383,Q5663900
Q5154320,Q15642541
Q7770659,Q204179,Q5433715,Q4464131
Q967433,Q28745
Q633082,Q214190
Q27215276,Q13357858
Q15629582,Q34876,Q4115671,Q13220204
Q27626492,Q13357858
Q20431909,Q30046
Q27626524,Q13357858
Q18882580,Q1855,Q618142
Q26692864,Q5663900
Q17344952,Q350979
Q18401349,Q121998
Q27677594,Q1331116
Q17071995,Q25653
Q13505466,Q13357858
Q27669639,Q13357858
Q16706751,Q3694119
Q26237445,Q121998
Q20801659,Q889821
Q7281252,Q1757469
Q2000344,Q1799072
Q601746,Q2912397
Q187046,Q11472
Q2647613,Q13357858
Q1503450,Q15052056,Q15042037
Q26690353,Q5663900
Q19921828,Q18435003
Q20035983,Q197
Q26698336,Q5663900
Q20973270,Q8436
Q5133550,Q1724625
Q799441,Q13357858
Q22336062,Q208202
Q134385,Q18679149
Q542952,Q14565197
Q1193831,Q10943,Q3088345
Q27841920,Q7603658
Q872503,Q28803
Q6952291,Q11436
Q440985,Q33791,Q1075310
Q18844426,Q696,Q776396
Q2505886,Q2389789
Q4831022,Q2397009
Q6561091,Q121998
Q3662134,Q1125341
Q905325,Q6545938
Q4862338,Q3267675
Q4825228,Q928786
Q1934817,Q542,Q105674
Q4015852,Q4796437
Q18557039,Q12152
Q15054402,Q13357858
Q15011646,Q214098,Q743004
Q21685494,Q266066
Q6508533,Q620110
Q862594,Q376
Q18880466,Q941,Q1190172
Q171809,Q171634
Q298834,Q20650761,Q617792
Q5267880,Q189290
Q21013179,Q192227
Q1392680,Q80793
Q3978417,Q3777546,Q4796437
Q1199226,Q1339898
Q18881896,Q1386,Q549728
Q2419081,Q174736
Q221414,Q18380285
Q44382,Q44649
Q3413360,Q43010
Q4860586,Q467
Q2437500,Q3579211
Q15931838,Q1930187
Q7423474,Q15061650
Q7543193,Q11053
Q17332826,Q5185279
Q2731883,Q13357858
Q5257857,Q2095
Q33601,Q6695065
Q5276114,Q912313
Q1506083,Q11422,Q352222
Q1440662,Q1125341
Q838014,Q93301
Q18557154,Q18556861,Q18557127
Q1134309,Q1146354,Q1851397
Q10538858,Q785745
Q1754567,Q13357858
Q18544869,Q57216
Q1810931,Q654051
Q921560,Q630531
Q1409414,Q2447975
Q7334679,Q20080358
Q27235446,Q13357858
Q17485005,Q1055894
Q26696838,Q5663900
Q6081823,Q432
Q27607038,Q13357858
Q27799394,Q13357858
Q2387529,Q2044538,Q876
Q7235306,Q7985941
Q2789594,Q34172,Q26882398,Q26882082
Q3285183,Q2462658
Q921346,Q37732
Q18882962,Q751,Q1190207
Q10389811,Q234460
Q189862,Q80151
Q589357,Q15062149
Q730757,Q20871782
Q3953946,Q2186582
Q92026,Q57821
Q27535693,Q13357858
Q7080891,Q533501
Q18882149,Q1832,Q549805
Q3510579,Q928830
Q5403693,Q13357858
Q1087053,Q2811
Q16944888,Q1890194
Q2868345,Q188989
Q3327870,Q852446,Q15284,Q2097994
Q1491746,Q17512228
Q419936,Q79529
Q27669683,Q13357858
Q11660476,Q859044
Q2566297,Q83307
Q1861288,Q3292203
Q3699818,Q945532
Q17509347,Q11436
Q4801107,Q7900621
Q18557805,Q18555165
Q6561114,Q121998
Q20683371,Q15916867
Q13476040,Q13357858
Q6799814,Q6799816
Q2597952,Q11348
Q9190356,Q780629
Q35961,Q36510
Q26858724,Q13357858
Q2050604,Q2041172
Q15330,Q741490
Q1057101,Q15062149,Q1130697
Q335840,Q1499623
Q169921,Q20162172
Q3998348,Q1125341
Q27608205,Q13357858
Q1865348,Q13357858
Q14911880,Q233324
Q6806898,Q214196
Q508230,Q22813352
Q1455433,Q13357858
Q17091477,Q10433493
Q3777575,Q764802
Q8069168,Q743004
Q6548816,Q19842071,Q1079190
Q306222,Q9479
Q6330917,Q8054
Q18048508,Q18207755,Q18015938
Q1676446,Q1307792,Q1075310
Q2738642,Q15061650
Q6088759,Q161705
Q23091218,Q901722
Q3216677,Q1420
Q308940,Q367911,Q15062149
Q917964,Q15135215
Q1398263,Q19860
Q24934575,Q7980959
Q935708,Q1375427
Q20164394,Q3270434,Q30128
Q369293,Q751540,Q8214696
Q19838074,Q2243695
Q2612846,Q759783
Q3056045,Q2701306
Q11390114,Q13357858
Q18420763,Q248577
Q19001355,Q12136
Q8079924,Q230262
Q428069,Q11173
Q1838,Q19569,Q239813
Q46046,Q484641,Q848399,Q8361
Q26252263,Q16323955
Q4650268,Q214098,Q743004
Q21174340,Q21167512
Q626885,Q181947
Q26237583,Q43455,Q36442
Q21513721,Q21167512
Q19001421,Q12136
Q11365,Q11399
Q589326,Q185005
Q1297280,Q189290,Q39631
Q148442,Q4990963
Q3567937,Q516104
Q19269035,Q3395121
Q19000901,Q18556116
Q26695424,Q5663900
Q27626302,Q13357858
Q5456952,Q11436
Q5260907,Q13276
Q23442052,Q83307
Q63724,Q203443
Q3399515,Q1400853,Q2302151
Q2937441,Q5119
Q18681313,Q694684
Q3901689,Q3092395
Q662073,Q1344
Q20816636,Q5295
Q488647,Q15061650
Q522420,Q1125341
Q27147769,Q27301864
Q256581,Q4539
Q18554556,Q18553561
Q7130477,Q35455
Q26694307,Q5663900
Q5638397,Q11436
Q13487108,Q13357858
Q1168275,Q3142
Q7433347,Q18015938
Q2390274,Q742292
Q3753292,Q10904356,Q2471563,Q3753221,Q180544
Q1246635,Q13357858
Q26988085,Q1407190
Q7194894,Q7524253
Q1484801,Q23413
Q13473501,Q16334295,Q43229
Q2527308,Q15061650
Q13883065,Q13357858
Q18554859,Q367756,Q18554363
Q1245576,Q2223649,Q198815,Q3088326,Q3088323,Q3088318,Q16637313
Q5589754,Q17810142
Q11820947,Q474090
Q15391365,Q26863790
Q7541441,Q81895
Q583976,Q8261
Q26697209,Q5663900
Q19860996,Q11515488
Q19878352,Q11436
Q26701252,Q5663900
Q7187547,Q3381520
Q413486,Q324089
Q18557458,Q18554997
Q12071054,Q2095
Q1766027,Q13219666
Q3128436,Q630531
Q18880447,Q938,Q1325627
Q3758222,Q1125341
Q2423700,Q150
Q2331139,Q14509381
Q5522419,Q20638126,Q11004,Q1364
Q2034298,Q583355
Q3751346,Q79798
Q18845339,Q1038,Q1190176
Q1028816,Q825762
Q6573105,Q121998
Q674448,Q1344
Q19810652,Q114675
Q2516636,Q630531
Q64795,Q13219666
Q26694995,Q5663900
Q2150822,Q3777657,Q206765
Q3229433,Q10998
Q1234442,Q1879493
Q26695440,Q5663900
Q1110684,Q43229
Q3860242,Q1125341
Q18844963,Q861,Q2187969
Q18557589,Q18555989
Q5267014,Q57821
Q15810910,Q190686
Q2688167,Q7802
Q27677558,Q18557204
Q18882083,Q1396,Q549792
Q9248259,Q1246258
Q1113392,Q171043
Q4829479,Q11436
Q7246239,Q753779
Q26903379,Q26903367
Q27020462,Q13357858
Q122064,Q946808
Q56515,Q4827766
Q1838844,Q14897293
Q17506004,Q2735392,Q17505986,Q17505988
Q1881499,Q20650761
Q12882862,Q12882818
Q7737900,Q21224061
Q2896351,Q152834
Q26692361,Q5663900
Q847,Q877517,Q2426135
Q1391561,Q2085381
